standalone | Starting Airflow Standalone
dag-processor | 2026-02-18T13:31:51.071296Z [info     ] Setting next_dagrun for tutorial_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.138337Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.142679Z [info     ] Setting next_dagrun for tutorial_objectstorage to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.173324Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.180858Z [info     ] Setting next_dagrun for example_complex to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.267521Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.275584Z [info     ] Setting next_dagrun for latest_only_with_trigger to 2026-02-18 13:31:51.275312+00:00, run_after=2026-02-18 13:31:51.275312+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.315360Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.330225Z [info     ] Setting next_dagrun for example_branch_dop_operator_v3 to 2026-02-18 13:31:00+00:00, run_after=2026-02-18 13:31:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.372680Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.388381Z [info     ] Setting next_dagrun for asset_with_extra_by_context to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.393778Z [info     ] Setting next_dagrun for asset_with_extra_by_yield to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.397931Z [info     ] Setting next_dagrun for asset_with_extra_from_classic_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.450986Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.462371Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.464195Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.466037Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.467332Z [info     ] Setting next_dagrun for asset_s3_bucket_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.514530Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.528841Z [info     ] Setting next_dagrun for example_passing_params_via_test_command to 2026-02-18 13:31:00+00:00, run_after=2026-02-18 13:31:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.568793Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.582880Z [info     ] Setting next_dagrun for read_asset_event to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.588444Z [info     ] Setting next_dagrun for read_asset_event_from_classic to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.632909Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.638164Z [info     ] Setting next_dagrun for example_dag_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.688501Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.701806Z [info     ] Setting next_dagrun for example_nested_branch_dag to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.751583Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.758251Z [info     ] Setting next_dagrun for example_params_ui_tutorial to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.796360Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.803239Z [info     ] Setting next_dagrun for example_dynamic_task_mapping_with_no_taskflow_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.845500Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.850586Z [info     ] Setting next_dagrun for example_dynamic_task_mapping to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.852764Z [info     ] Setting next_dagrun for example_task_mapping_second_order to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.900777Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.907215Z [info     ] Setting next_dagrun for example_params_trigger_ui to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.938395Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.950753Z [info     ] Setting next_dagrun for example_custom_weight to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:51.982281Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:31:51.988681Z [info     ] Setting next_dagrun for example_branch_labels to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:31:53.998631Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:31:53.999541Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:31:59.098633Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:31:59.100459Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:04.146591Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:04.147770Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:09.207050Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:09.210850Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:14.267585Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:14.268340Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:17.309624Z [info     ]
dag-processor | ================================================================================
dag-processor | DAG File Processing Stats
dag-processor | Bundle        File Path                                                   PID    Current Duration      # DAGs    # Errors  Last Duration    Last Run At
dag-processor | ------------  ----------------------------------------------------------  -----  ------------------  --------  ----------  ---------------  -------------------
dag-processor | example_dags  standard/example_sensor_decorator.py                                                          1           0  0.11s            2026-02-18T13:31:50
dag-processor | example_dags  standard/example_trigger_controller_dag.py                                                    1           0  0.11s            2026-02-18T13:31:47
dag-processor | example_dags  standard/example_branch_day_of_week_operator.py                                               1           0  0.10s            2026-02-18T13:31:50
dag-processor | example_dags  example_asset_alias.py                                                                        4           0  0.09s            2026-02-18T13:31:51
dag-processor | example_dags  example_params_ui_tutorial.py                                                                 1           0  0.09s            2026-02-18T13:31:51
dag-processor | example_dags  tutorial_objectstorage.py                                                                     1           0  0.09s            2026-02-18T13:31:51
dag-processor | example_dags  standard/example_short_circuit_decorator.py                                                   1           0  0.09s            2026-02-18T13:31:47
dag-processor | example_dags  tutorial_taskflow_templates.py                                                                1           0  0.08s            2026-02-18T13:31:47
dag-processor | example_dags  standard/example_bash_operator.py                                                             1           0  0.08s            2026-02-18T13:31:47
dag-processor | example_dags  standard/example_branch_operator_decorator.py                                                 1           0  0.08s            2026-02-18T13:31:50
dag-processor | example_dags  example_complex.py                                                                            1           0  0.08s            2026-02-18T13:31:51
dag-processor | example_dags  example_display_name.py                                                                       1           0  0.08s            2026-02-18T13:31:47
dag-processor | example_dags  example_dag_decorator.py                                                                      1           0  0.08s            2026-02-18T13:31:51
dag-processor | example_dags  example_params_trigger_ui.py                                                                  1           0  0.08s            2026-02-18T13:31:51
dag-processor | example_dags  example_passing_params_via_test_command.py                                                    1           0  0.07s            2026-02-18T13:31:51
dag-processor | example_dags  example_outlet_event_extra.py                                                                 3           0  0.07s            2026-02-18T13:31:51
dag-processor | example_dags  standard/example_branch_operator.py                                                           1           0  0.07s            2026-02-18T13:31:50
dag-processor | example_dags  standard/example_sensors.py                                                                   1           0  0.07s            2026-02-18T13:31:48
dag-processor | example_dags  standard/example_external_task_child_deferrable.py                                            1           0  0.07s            2026-02-18T13:31:50
dag-processor | example_dags  example_nested_branch_dag.py                                                                  1           0  0.07s            2026-02-18T13:31:51
dag-processor | example_dags  example_workday_timetable.py                                                                  1           0  0.07s            2026-02-18T13:31:50
dag-processor | example_dags  example_assets.py                                                                            10           0  0.07s            2026-02-18T13:31:48
dag-processor | example_dags  example_inlet_event_extra.py                                                                  2           0  0.06s            2026-02-18T13:31:51
dag-processor | example_dags  example_branch_python_dop_operator_3.py                                                       1           0  0.06s            2026-02-18T13:31:51
dag-processor | example_dags  example_dynamic_task_mapping.py                                                               2           0  0.06s            2026-02-18T13:31:51
dag-processor | example_dags  example_custom_weight.py                                                                      1           0  0.06s            2026-02-18T13:31:51
dag-processor | example_dags  example_setup_teardown.py                                                                     1           0  0.06s            2026-02-18T13:31:47
dag-processor | example_dags  example_trigger_target_dag.py                                                                 1           0  0.06s            2026-02-18T13:31:50
dag-processor | dags-folder   retail_pipeline_dag.py                                                                        0           1  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  example_dynamic_task_mapping_with_no_taskflow_operators.py                                    1           0  0.06s            2026-02-18T13:31:51
dag-processor | example_dags  example_task_group.py                                                                         1           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  plugins/event_listener.py                                                                     0           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  standard/example_latest_only.py                                                               1           0  0.06s            2026-02-18T13:31:47
dag-processor | example_dags  tutorial_taskflow_api.py                                                                      1           0  0.06s            2026-02-18T13:31:48
dag-processor | example_dags  standard/example_bash_decorator.py                                                            1           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  example_xcom.py                                                                               1           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  example_xcomargs.py                                                                           2           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  example_kubernetes_executor.py                                                                0           0  0.06s            2026-02-18T13:31:48
dag-processor | example_dags  standard/example_python_decorator.py                                                          1           0  0.06s            2026-02-18T13:31:48
dag-processor | example_dags  example_setup_teardown_taskflow.py                                                            1           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  example_asset_alias_with_no_taskflow.py                                                       4           0  0.06s            2026-02-18T13:31:47
dag-processor | example_dags  standard/example_hitl_operator.py                                                             1           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  plugins/decreasing_priority_weight_strategy.py                                                0           0  0.06s            2026-02-18T13:31:51
dag-processor | example_dags  example_branch_labels.py                                                                      1           0  0.06s            2026-02-18T13:31:51
dag-processor | example_dags  example_task_group_decorator.py                                                               1           0  0.06s            2026-02-18T13:31:48
dag-processor | example_dags  tutorial_taskflow_api_virtualenv.py                                                           1           0  0.06s            2026-02-18T13:31:50
dag-processor | example_dags  example_skip_dag.py                                                                           1           0  0.05s            2026-02-18T13:31:50
dag-processor | example_dags  standard/example_branch_datetime_operator.py                                                  3           0  0.05s            2026-02-18T13:31:49
dag-processor | example_dags  example_simplest_dag.py                                                                       1           0  0.05s            2026-02-18T13:31:50
dag-processor | example_dags  plugins/listener_plugin.py                                                                    0           0  0.05s            2026-02-18T13:31:50
dag-processor | example_dags  example_asset_decorator.py                                                                    3           0  0.05s            2026-02-18T13:31:47
dag-processor | example_dags  plugins/workday.py                                                                            0           0  0.05s            2026-02-18T13:31:51
dag-processor | example_dags  example_time_delta_sensor_async.py                                                            1           0  0.05s            2026-02-18T13:31:50
dag-processor | example_dags  example_asset_with_watchers.py                                                                1           0  0.05s            2026-02-18T13:31:48
dag-processor | example_dags  example_latest_only_with_trigger.py                                                           1           0  0.04s            2026-02-18T13:31:51
dag-processor | example_dags  standard/example_external_task_marker_dag.py                                                  2           0  0.04s            2026-02-18T13:31:46
dag-processor | example_dags  standard/example_python_operator.py                                                           1           0  0.04s            2026-02-18T13:31:50
dag-processor | example_dags  tutorial.py                                                                                   1           0  0.04s            2026-02-18T13:31:50
dag-processor | example_dags  standard/example_short_circuit_operator.py                                                    1           0  0.04s            2026-02-18T13:31:48
dag-processor | example_dags  standard/example_external_task_parent_deferrable.py                                           1           0  0.04s            2026-02-18T13:31:50
dag-processor | example_dags  example_local_kubernetes_executor.py                                                          0           0  0.04s            2026-02-18T13:31:51
dag-processor | example_dags  tutorial_dag.py                                                                               1           0  0.04s            2026-02-18T13:31:51
dag-processor | ================================================================================ [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:822
dag-processor | 2026-02-18T13:32:17.426907Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.444648Z [info     ] Setting next_dagrun for example_external_task_marker_child to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.446896Z [info     ] Setting next_dagrun for example_external_task_marker_parent to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.508143Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.514803Z [info     ] Setting next_dagrun for example_short_circuit_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.558433Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.567731Z [info     ] Setting next_dagrun for latest_only to 2026-02-18 13:32:17.567442+00:00, run_after=2026-02-18 13:32:17.567442+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.627193Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.648505Z [info     ] Setting next_dagrun for example_bash_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.688795Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.697484Z [info     ] Setting next_dagrun for example_trigger_controller_dag to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.739819Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.752082Z [info     ] Setting next_dagrun for tutorial_taskflow_templates to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.786620Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.792039Z [info     ] Setting next_dagrun for example_setup_teardown to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.824398Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.834756Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.836607Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.838014Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.839478Z [info     ] Setting next_dagrun for asset_s3_bucket_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.888918Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.893541Z [info     ] Setting next_dagrun for example_display_name to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.935773Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:17.949479Z [info     ] Setting next_dagrun for asset1_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.950513Z [info     ] Setting next_dagrun for asset2_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:17.951694Z [info     ] Setting next_dagrun for consumes_asset_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:18.991624Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:18.997506Z [info     ] Setting next_dagrun for example_short_circuit_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.042881Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:19.050749Z [info     ] Setting next_dagrun for example_sensors to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.098681Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:19.105721Z [info     ] Setting next_dagrun for example_python_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.142845Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:19.149623Z [info     ] Setting next_dagrun for tutorial_taskflow_api to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.207290Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:19.214562Z [info     ] Setting next_dagrun for example_task_group_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.283553Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:19.285012Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:19.304950Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:19.312685Z [info     ] Setting next_dagrun for example_asset_with_watchers to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.347270Z [info     ] Sync 10 DAGs                   [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:19.352772Z [info     ] Setting next_dagrun for asset_consumes_1 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.354034Z [info     ] Setting next_dagrun for asset_consumes_1_and_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.355230Z [info     ] Setting next_dagrun for asset_consumes_1_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.356456Z [info     ] Setting next_dagrun for asset_consumes_unknown_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.360469Z [info     ] Setting next_dagrun for asset_produces_1 to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.362230Z [info     ] Setting next_dagrun for asset_produces_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.366087Z [info     ] Setting next_dagrun for conditional_asset_and_time_based_timetable to 2026-02-18 01:00:00+00:00, run_after=2026-02-18 01:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.368780Z [info     ] Setting next_dagrun for consume_1_and_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.370254Z [info     ] Setting next_dagrun for consume_1_or_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:19.371835Z [info     ] Setting next_dagrun for consume_1_or_both_2_and_3_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.426137Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.437000Z [info     ] Setting next_dagrun for example_branch_datetime_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.441436Z [info     ] Setting next_dagrun for example_branch_datetime_operator_2 to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.445308Z [info     ] Setting next_dagrun for example_branch_datetime_operator_3 to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.494481Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.499177Z [info     ] Setting next_dagrun for example_sensor_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.538919Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.544794Z [info     ] Setting next_dagrun for example_hitl_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.582313Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.588754Z [info     ] Setting next_dagrun for example_bash_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.637448Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.648670Z [info     ] Setting next_dagrun for example_branch_python_operator_decorator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.704100Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.715822Z [info     ] Setting next_dagrun for example_weekday_branch_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.755753Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.763182Z [info     ] Setting next_dagrun for child_dag to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.802966Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.818438Z [info     ] Setting next_dagrun for example_branch_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.868110Z [info     ] DAG bundles loaded: dags-folder, example_dags [airflow.dag_processing.bundles.manager.DagBundlesManager] loc=manager.py:179
dag-processor | 2026-02-18T13:32:20.906019Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.911969Z [info     ] Setting next_dagrun for example_python_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.949474Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:20.959817Z [info     ] Setting next_dagrun for example_external_task to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:20.995113Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.002623Z [info     ] Setting next_dagrun for example_task_group to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.041745Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.049193Z [info     ] Setting next_dagrun for example_trigger_target_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.094094Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
